"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 01 14:56:54 GMT 2021","Thu Apr 01 14:56:55 GMT 2021","1006","","io.qameta.allure.examples.junit5.IssuesWebTest","","io.qameta.allure.examples.junit5.IssuesWebTest","shouldCloseIssue","Close new issue for authorized user",""
"broken","Thu Apr 01 14:56:51 GMT 2021","Thu Apr 01 14:56:52 GMT 2021","1007","","io.qameta.allure.examples.junit5.PullRequestsWebTest","","io.qameta.allure.examples.junit5.PullRequestsWebTest","shouldCreatePullRequest","Create new pull request for authorized user",""
"broken","Thu Apr 01 14:56:53 GMT 2021","Thu Apr 01 14:56:54 GMT 2021","1009","","io.qameta.allure.examples.junit5.IssuesWebTest","","io.qameta.allure.examples.junit5.IssuesWebTest","shouldCreateIssue","Create new issue authorized user",""
"broken","Thu Apr 01 14:56:50 GMT 2021","Thu Apr 01 14:56:51 GMT 2021","1111","","io.qameta.allure.examples.junit5.PullRequestsWebTest","","io.qameta.allure.examples.junit5.PullRequestsWebTest","shouldClosePullRequest","Close existing pull request for authorized user",""
"passed","Thu Apr 01 14:56:55 GMT 2021","Thu Apr 01 14:56:55 GMT 2021","2","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldDeleteUserNote","Close issue via api",""
"passed","Thu Apr 01 14:56:55 GMT 2021","Thu Apr 01 14:56:55 GMT 2021","3","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldCreateUserNote","Create issue via api",""
"passed","Thu Apr 01 14:56:52 GMT 2021","Thu Apr 01 14:56:53 GMT 2021","1005","","io.qameta.allure.examples.junit5.IssuesWebTest","","io.qameta.allure.examples.junit5.IssuesWebTest","shouldAddLabelToIssue","Create new issue with labels",""
"passed","Thu Apr 01 14:56:55 GMT 2021","Thu Apr 01 14:56:55 GMT 2021","2","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldDeleteUserNote","Close issue via api",""
"passed","Thu Apr 01 14:56:55 GMT 2021","Thu Apr 01 14:56:55 GMT 2021","21","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldCreateUserNote","Create issue via api",""
