"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 02 00:29:53 GMT 2021","Fri Apr 02 00:29:54 GMT 2021","1004","","io.qameta.allure.examples.junit5.IssuesWebTest","","io.qameta.allure.examples.junit5.IssuesWebTest","shouldAddLabelToIssue","Create new issue with labels",""
"passed","Fri Apr 02 00:29:56 GMT 2021","Fri Apr 02 00:29:56 GMT 2021","27","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldCreateUserNote","Create issue via api",""
"passed","Fri Apr 02 00:29:55 GMT 2021","Fri Apr 02 00:29:56 GMT 2021","1007","","io.qameta.allure.examples.junit5.IssuesWebTest","","io.qameta.allure.examples.junit5.IssuesWebTest","shouldCloseIssue","Close new issue for authorized user",""
"passed","Fri Apr 02 00:29:56 GMT 2021","Fri Apr 02 00:29:56 GMT 2021","3","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldCreateUserNote","Create issue via api",""
"passed","Fri Apr 02 00:29:51 GMT 2021","Fri Apr 02 00:29:53 GMT 2021","2007","","io.qameta.allure.examples.junit5.PullRequestsWebTest","","io.qameta.allure.examples.junit5.PullRequestsWebTest","shouldCreatePullRequest","Create new pull request for authorized user",""
"passed","Fri Apr 02 00:29:56 GMT 2021","Fri Apr 02 00:29:56 GMT 2021","4","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldDeleteUserNote","Close issue via api",""
"passed","Fri Apr 02 00:29:56 GMT 2021","Fri Apr 02 00:29:56 GMT 2021","1","","io.qameta.allure.examples.junit5.IssuesRestTest","","io.qameta.allure.examples.junit5.IssuesRestTest","shouldDeleteUserNote","Close issue via api",""
"broken","Fri Apr 02 00:29:54 GMT 2021","Fri Apr 02 00:29:55 GMT 2021","1005","","io.qameta.allure.examples.junit5.IssuesWebTest","","io.qameta.allure.examples.junit5.IssuesWebTest","shouldCreateIssue","Create new issue authorized user",""
"broken","Fri Apr 02 00:29:49 GMT 2021","Fri Apr 02 00:29:51 GMT 2021","2122","","io.qameta.allure.examples.junit5.PullRequestsWebTest","","io.qameta.allure.examples.junit5.PullRequestsWebTest","shouldClosePullRequest","Close existing pull request for authorized user",""
